Feature_Index	Original_Index	Monoisotopic_Mass	Average_Mono_Mass	UMC_MW_Min	UMC_MW_Max	Scan_Start	Scan_End	Scan	IMS_Scan	IMS_Scan_Start	IMS_Scan_End	Avg_Interference_Score	Decon2ls_Fit_Score	UMC_Member_Count	Saturated_Member_Count	Max_Abundance	Abundance	Class_Rep_MZ	Class_Rep_Charge	Charge_Max	Drift_Time	Conformation_Fit_Score	LC_Fit_Score	Average_Isotopic_Fit	Members_Percentage	Combined_Score
1092	1556	1359.68784	1359.68784	1359.67486	1359.69841	1	6	1	129	127	133	0.019701	0.077347	36	0	36962	137887	680.85462	2	2	21.113	0.90585	0	1.0773	1	0.9944
1093	1555	1360.67035	1360.67035	1360.64702	1360.69828	18	23	20	131	127	135	0.04459	0.10125	42	0	16373	85448	681.34115	2	2	21.341	0.76155	0	1.1012	1	0.95427
1094	1553	1361.70987	1361.70987	1361.68962	1361.7216	42	50	46	134	130	137	0.052046	0.05264	55	0	33491	124174	681.86419	2	2	21.81	0.92468	0	1.0526	1	0.99244
1095	1552	1363.7108	1363.7108	1363.69913	1363.72065	66	72	70	135	135	138	0	0.050472	29	0	15205	42064	682.86698	2	2	22.139	0.88722	0	1.0505	0.76316	0.90028
1096	1552	1363.71302	1363.71302	1363.69503	1363.73524	66	72	68	133	128	134	0.037384	0.045863	38	0	17327	80181	682.86631	2	2	21.82	0.68379	0	1.0459	1	0.90988
1097	1551	1364.59746	1364.59746	1364.59029	1364.61515	63	65	64	130	126	134	0.21183	0.10105	18	0	9009	46942	683.3045	2	2	21.11	0.76763	0	1.101	1	0.95623
1098	1550	1367.61306	1367.61306	1367.59986	1367.61922	80	83	82	130	127	133	0	0.064127	15	0	5335	19476	684.81506	2	2	21.272	0.89864	0	1.0641	1	0.98759
1099	1548	1367.7549	1367.7549	1367.7347	1367.77136	12	22	17	135	131	140	0.0054732	0.038072	106	12	352788	2.1534E+06	684.88304	2	2	21.968	0.69214	0	1.0381	1	0.91007
1100	1547	1367.80427	1367.80427	1367.78887	1367.82055	67	74	69	136	132	140	0.081967	0.075574	50	0	18561	98133	684.90405	2	2	22.144	0.76115	0	1.0756	1	0.94558
1101	1546	1368.67838	1368.67838	1368.66402	1368.69336	74	77	75	131	128	135	0.015276	0.10886	22	0	11829	53185	685.34079	2	2	21.391	0.82251	0	1.1089	1	0.97712
1102	1544	1371.67526	1371.67526	1371.65233	1371.68853	79	88	82	131	128	135	0.011117	0.071695	39	0	8034	36675	686.84323	2	2	21.282	0.81044	0	1.0717	1	0.96071
1103	1543	1371.6805	1371.6805	1371.64341	1371.69914	45	67	54	131	128	135	0.017512	0.028572	153	49	600943	2.9798E+06	686.84015	2	2	21.304	0.76984	0	1.0286	1	0.9328
1104	1542	1371.73526	1371.73526	1371.72346	1371.74595	60	61	60	132	132	134	0.079882	0.049225	4	0	114767	284694	686.87241	2	2	21.34	0.9471	0	1.0492	1	0.99878
1105	1541	1372.78191	1372.78191	1372.77264	1372.79135	60	63	61	136	136	138	0.12313	0.050822	9	0	39239	59288	687.39885	2	2	22.116	0.76326	0	1.0508	1	0.93803
1106	1539	1378.61955	1378.61955	1378.59212	1378.63431	45	51	48	129	125	133	0.068347	0.099279	34	0	8569	37843	690.31558	2	2	20.876	0.84148	0	1.0993	1	0.98025
1107	1540	1378.6242	1378.6242	1378.62206	1378.62674	85	87	85	130	128	132	0.080102	0.08908	10	0	6539	24358	690.31881	2	2	21.134	0.89363	0	1.0891	1	0.99424
1108	1538	1378.66261	1378.66261	1378.66177	1378.66343	47	47	47	129	126	131	0	0.12872	6	0	5701	20911	690.33799	2	2	20.998	0.8837	0	1.1287	1	1.0041
1109	1537	1379.7003	1379.7003	1379.68509	1379.71697	65	70	68	136	132	139	0.019699	0.053788	42	0	20095	94397	690.86128	2	2	22.121	0.82417	0	1.0538	1	0.95932
1110	1535	1380.62966	1380.62966	1380.62927	1380.62988	20	20	20	132	130	133	0	0.060525	4	0	5760	11411	691.32136	2	2	21.519	0.79799	0	1.0605	1	0.95284
1111	1534	1382.752	1382.752	1382.73856	1382.77934	93	97	94	133	130	137	0.04746	0.097016	25	0	12028	52208	692.38501	2	2	21.814	0.84919	0	1.097	1	0.98207
1112	1533	1383.73908	1383.73908	1383.73147	1383.74341	84	87	87	131	128	135	0.13784	0.034096	27	0	23716	108808	692.87737	2	2	21.32	0.81458	0	1.0341	1	0.94956
1113	1532	1384.63813	1384.63813	1384.61404	1384.68183	88	95	90	132	128	136	0.11937	0.041356	52	0	46153	203008	693.31838	2	2	21.399	0.8504	0	1.0414	1	0.96392
1114	1531	1385.74635	1385.74635	1385.7329	1385.75527	51	52	52	134	132	137	0.03005	0.12653	11	0	11304	39207	693.88351	2	2	21.851	0.91275	0	1.1265	1	1.0131
1115	1529	1392.67428	1392.67428	1392.65955	1392.6884	1	4	1	130	128	134	0	0.067216	25	0	31662	112034	697.34523	2	2	21.382	0.9391	0	1.0672	1	1.0021
1116	1528	1394.64303	1394.64303	1394.62916	1394.66447	94	99	97	133	129	137	0	0.046782	45	0	13822	64900	698.324	2	2	21.649	0.82659	0	1.0468	1	0.95779
1117	1527	1394.66833	1394.66833	1394.65813	1394.67506	15	17	16	130	127	132	0	0.090836	11	0	5747	21798	698.34114	2	2	21.184	0.88739	0	1.0908	1	0.99274
1118	1526	1395.65071	1395.65071	1395.62506	1395.70067	45	50	48	131	129	134	0.020106	0.10254	32	0	8183	31817	698.82171	2	2	21.211	0.81397	0	1.1025	1	0.97217
1119	1525	1398.60157	1398.60157	1398.58085	1398.61778	40	44	42	131	128	134	0.018622	0.074759	29	0	5852	20568	700.30984	2	2	21.375	0.93571	0	1.0748	1	1.0035
1120	1524	1399.76047	1399.76047	1399.74986	1399.77235	59	60	60	140	138	142	0	0.12318	11	0	5041	15774	700.88226	2	2	22.628	0.90974	0	1.1232	1	1.011
1121	1523	1400.65369	1400.65369	1400.6479	1400.65884	1	8	3	131	130	133	0.0029243	0.04469	30	2	161213	447082	701.33471	2	2	21.372	0.96449	0	1.0447	1	1.0031
1122	1522	1402.67457	1402.67457	1402.65243	1402.702	73	84	77	133	131	137	0.00014135	0.023446	74	53	784640	3.6188E+06	702.34396	2	2	21.718	0.79213	0	1.0234	1	0.93853
1123	1521	1402.69165	1402.69165	1402.68821	1402.69686	56	57	57	136	131	138	0	0.0699	11	0	8785	37805	702.35229	2	2	21.955	0.85095	0	1.0699	1	0.97362
1124	1519	1403.68252	1403.68252	1403.65904	1403.71157	86	89	86	134	130	137	0.12755	0.080138	26	0	13431	60784	702.84091	2	2	21.696	0.82415	0	1.0801	1	0.9681
1125	1518	1403.71956	1403.71956	1403.699	1403.73449	72	74	73	138	138	140	0.19737	0.086912	8	0	34292	55320	702.86329	2	2	22.429	0.82596	0	1.0869	1	0.97096
1126	1520	1403.73574	1403.73574	1403.72157	1403.75431	95	100	97	135	133	137	0.074991	0.084695	37	0	10579	47803	702.8695	2	2	21.986	0.82762	0	1.0847	1	0.97077
1127	1517	1406.69792	1406.69792	1406.68119	1406.71811	61	72	66	134	129	140	0.012833	0.026061	127	43	854643	7.9248E+06	704.35232	2	2	21.553	0.47863	0	1.0261	1	0.8349
1128	1515	1407.68083	1407.68083	1407.66345	1407.69701	50	55	52	136	133	139	0.015962	0.060338	34	0	18048	69226	704.84434	2	2	22.138	0.89588	0	1.0603	1	0.98541
1129	1514	1407.69569	1407.69569	1407.67806	1407.709	12	20	15	134	130	139	0.036279	0.075125	75	0	16729	89685	704.85184	2	2	22.059	0.7863	0	1.0751	1	0.95381
1130	1516	1407.71649	1407.71649	1407.67651	1407.74509	81	90	83	134	133	139	0.18318	0.077186	42	0	15091	86042	704.87377	2	2	22.042	0.75487	0	1.0772	1	0.94402
1131	1513	1408.65085	1408.65085	1408.62524	1408.66764	1	7	2	129	127	134	0.014829	0.06374	45	0	12084	50929	705.33518	2	2	21.233	0.8627	0	1.0637	1	0.97548
1132	1512	1411.69033	1411.69033	1411.66564	1411.70192	83	91	87	136	134	139	0.035756	0.035725	48	7	246827	884871	706.84504	2	2	22.079	0.91702	0	1.0357	1	0.98425
1133	1511	1414.68935	1414.68935	1414.66292	1414.71743	80	91	89	133	129	134	0.052781	0.041368	56	2	79441	410911	708.36073	2	2	21.563	0.78941	0	1.0414	1	0.94359
1134	1510	1415.68123	1415.68123	1415.66632	1415.71819	85	95	91	136	135	136	0.099849	0.057619	21	0	33987	199616	708.84468	2	2	21.505	0.78443	0	1.0576	0.4375	0.75985
1135	1508	1415.68349	1415.68349	1415.67609	1415.68795	67	68	67	130	128	130	0	0.0607	4	0	5419	12730	708.84998	2	2	21.001	0.96021	0	1.0607	1	1.007
1136	1510	1415.68633	1415.68633	1415.66177	1415.71575	89	97	92	138	137	143	0.057049	0.050687	48	0	41452	164249	708.85162	2	2	22.48	0.84935	0	1.0507	1	0.96668
1137	1507	1416.19699	1416.19699	1416.18236	1416.20928	53	57	55	129	125	134	0	0.030136	36	0	13735	67137	709.35156	2	2	21.111	0.80815	0	1.0301	1	0.9461
1138	1506	1420.70656	1420.70656	1420.70126	1420.71598	94	95	95	134	134	136	0	0.1465	4	0	6741	23446	711.35736	2	2	21.841	0.88469	0	1.1465	1	1.0104
1139	1505	1422.72185	1422.72185	1422.70228	1422.73817	92	97	93	134	132	135	0.11624	0.096147	15	0	7252	32472	712.36395	2	2	21.719	0.7862	0	1.0961	1	0.96078
1140	1504	1423.66131	1423.66131	1423.64181	1423.67095	63	64	63	132	129	135	0.046055	0.094582	11	0	5650	22474	712.84027	2	2	21.387	0.85656	0	1.0946	1	0.98372
1141	1503	1423.68861	1423.68861	1423.66346	1423.70365	49	51	51	133	129	137	0	0.11402	10	0	5376	27045	712.85791	2	2	21.594	0.78972	0	1.114	1	0.96791
1142	1502	1426.64078	1426.64078	1426.63013	1426.65049	63	64	63	132	129	132	0.17631	0.082467	6	0	8150	23172	714.33165	2	2	21.458	0.88701	0	1.0825	1	0.98983
1143	1500	1429.72921	1429.72921	1429.70364	1429.75805	54	58	54	136	136	140	0.045021	0.089825	16	0	9491	34615	715.87815	2	2	22.214	0.87174	0	1.0898	1	0.98719
1144	1499	1430.73127	1430.73127	1430.70945	1430.7481	40	54	48	133	131	136	0.025654	0.033459	82	14	248780	986308	716.37319	2	2	21.709	0.85322	0	1.0335	1	0.96223
1145	1498	1438.71125	1438.71125	1438.6858	1438.72661	81	87	84	137	135	137	0.053289	0.065347	17	0	18202	65848	720.3621	2	2	22.47	0.92338	0	1.0653	1	0.99624
1146	1497	1438.72524	1438.72524	1438.70783	1438.746	38	43	40	131	129	134	0.0403	0.05808	30	0	16092	55482	720.36273	2	2	21.308	0.92691	0	1.0581	1	0.995
1147	1496	1438.7874	1438.7874	1438.77073	1438.81505	89	101	94	137	134	140	0.0083547	0.037181	83	16	338245	1.5059E+06	720.40172	2	2	22.226	0.81842	0	1.0372	1	0.95187
1148	1495	1439.73851	1439.73851	1439.72877	1439.7476	87	88	87	140	139	140	0.15194	0.087167	6	0	10310	58483	720.88032	2	2	22.609	0.88763	0	1.0872	0.3	0.75826
1149	1495	1439.7449	1439.7449	1439.72302	1439.78201	82	88	85	142	142	144	0.13971	0.070555	20	0	17078	33184	720.88163	2	2	23.142	0.94404	0	1.0706	1	1.0049
1150	1494	1440.7417	1440.7417	1440.72649	1440.77183	56	63	59	132	129	136	0.015879	0.035932	57	8	90790	375280	721.37646	2	2	21.455	0.86706	0	1.0359	1	0.96766
1151	1493	1443.64256	1443.64256	1443.63347	1443.65387	64	64	64	132	132	135	0.23641	0.06325	4	0	5073	13567	722.82346	2	2	21.87	0.88938	0	1.0633	1	0.98421
1152	1492	1444.6605	1444.6605	1444.6478	1444.67944	63	64	63	137	137	138	0	0.11853	4	0	4037	9235	723.33063	2	2	22.451	0.95328	0	1.1185	1	1.0239
1153	1491	1444.6812	1444.6812	1444.66892	1444.69851	28	31	31	132	130	132	0.10361	0.098	5	0	14112	21340	723.35598	2	2	21.426	0.76383	0	1.098	1	0.95394
1154	1490	1444.76441	1444.76441	1444.71236	1444.78565	1	45	9	137	136	140	0.0035861	0.023623	216	12	96826	302812	723.39538	2	2	22.467	0.96795	0	1.0236	1	0.99719
1155	1487	1447.85914	1447.85914	1447.85616	1447.86425	88	88	88	141	141	144	0	0.12723	4	0	2015	6449	724.93481	2	2	23.26	0.87669	0	1.1272	1	1.0013
1156	1486	1448.79176	1448.79176	1448.77203	1448.81056	77	81	80	144	144	145	0.097827	0.11784	14	0	7212	17935	725.39274	2	2	23.526	0.8719	0	1.1178	0.93333	0.97436
1157	1486	1448.80043	1448.80043	1448.77902	1448.81398	77	81	78	141	139	141	0.064107	0.092827	15	0	5853	8560	725.40398	2	2	22.73	0.88414	0	1.0928	1	0.99232
1158	1485	1450.59479	1450.59479	1450.58956	1450.60057	53	55	53	133	133	134	0	0.10228	5	0	4057	8290	726.30456	2	2	21.76	0.92913	0	1.1023	1	1.0105
1159	1484	1450.67246	1450.67246	1450.66209	1450.70229	81	89	84	135	133	138	0.031115	0.024409	43	4	278146	1.0239E+06	726.34127	2	2	22.018	0.90311	0	1.0244	1	0.97584
1160	1483	1453.80355	1453.80355	1453.75432	1453.82681	69	78	73	138	135	143	0.07988	0.052961	75	0	27984	147208	727.91342	2	2	22.552	0.80245	0	1.053	1	0.9518
1161	1481	1458.7028	1458.7028	1458.68158	1458.7324	37	46	39	132	129	138	0.032905	0.052506	85	2	92580	412107	730.357	2	2	21.343	0.85527	0	1.0525	1	0.96926
1162	1482	1458.70462	1458.70462	1458.69627	1458.71445	51	52	52	132	130	132	0	0.11375	4	0	3055	6876	730.36032	2	2	21.237	0.95395	0	1.1137	1	1.0226
1163	1480	1463.74908	1463.74908	1463.73526	1463.77043	52	57	54	138	135	141	0.011819	0.044921	42	0	27574	104678	732.87877	2	2	22.37	0.88162	0	1.0449	1	0.97551
1164	1479	1464.72312	1464.72312	1464.71227	1464.73425	100	101	100	139	137	139	0.070272	0.15563	4	0	4132	9297	733.3649	2	2	22.347	0.92728	0	1.1556	1	1.0276
1165	1478	1465.7494	1465.7494	1465.74874	1465.75052	58	58	58	137	136	139	0.14403	0.10667	4	0	2199	4631	733.88136	2	2	22.436	0.84164	0	1.1067	1	0.98277
1166	1477	1466.77501	1466.77501	1466.73878	1466.79109	33	42	38	136	134	139	0.017463	0.048352	60	0	23851	81049	734.40151	2	2	22.125	0.94239	0	1.0484	1	0.99691
1167	1476	1469.70892	1469.70892	1469.67477	1469.72994	64	98	72	133	130	139	0.0096984	0.027128	274	95	1507421	9.7943E+06	735.8597	2	2	21.761	0.66661	0	1.0271	1	0.89791
1168	1475	1470.69017	1470.69017	1470.68515	1470.69415	92	94	93	134	134	134	0	0.07805	4	0	6575	17598	736.3493	2	2	21.788	0.90796	0	1.0781	1	0.99534
1169	1474	1474.76996	1474.76996	1474.75877	1474.78778	59	61	61	142	139	145	0.01811	0.10372	19	0	8771	36049	738.39014	2	2	22.945	0.84858	0	1.1037	1	0.9841
1170	1473	1477.7329	1477.7329	1477.70885	1477.7614	30	38	33	136	133	142	0.0424	0.068884	81	0	14734	83119	739.8784	2	2	22.196	0.73981	0	1.0689	1	0.93623
1171	1472	1478.72839	1478.72839	1478.72487	1478.73001	52	54	52	135	133	137	0	0.1137	11	0	5095	19456	740.37133	2	2	22.124	0.84605	0	1.1137	1	0.98658
1172	1471	1484.75519	1484.75519	1484.74315	1484.76754	91	95	94	138	134	140	0.078115	0.10158	22	0	5911	27828	743.38217	2	2	22.476	0.79794	0	1.1016	1	0.96651
1173	1470	1484.82068	1484.82068	1484.80131	1484.83026	48	56	52	141	139	145	0.0010881	0.050858	57	1	138720	650595	743.42187	2	2	23.22	0.7883	0	1.0509	1	0.94639
1174	1469	1485.63815	1485.63815	1485.61974	1485.65121	59	62	60	134	132	136	0.066093	0.10092	16	0	5918	24342	743.82085	2	2	21.901	0.84262	0	1.1009	1	0.98118
1175	1468	1485.79409	1485.79409	1485.77076	1485.81359	69	77	72	138	133	143	0.023015	0.051826	73	0	26372	132189	743.90775	2	2	22.294	0.82135	0	1.0518	1	0.95772
1176	1467	1486.70978	1486.70978	1486.69464	1486.72365	2	6	4	135	132	138	0.064614	0.11487	32	0	10694	40915	744.35862	2	2	22.164	0.89537	0	1.1149	1	1.0034
1177	1466	1489.68691	1489.68691	1489.68095	1489.69621	92	94	93	134	134	135	0.039392	0.13182	5	0	9180	25681	745.85027	2	2	21.995	0.93817	0	1.1318	0.625	0.89833
1178	1466	1489.68754	1489.68754	1489.68235	1489.7015	92	94	93	133	130	133	0	0.074738	8	0	8050	22983	745.84919	2	2	21.605	0.89872	0	1.0747	1	0.99115
1179	1465	1491.64423	1491.64423	1491.62558	1491.66849	96	100	99	136	134	139	0.029615	0.098032	25	0	5352	20045	746.82031	2	2	22.164	0.90653	0	1.098	1	1.0015
1180	1464	1491.65026	1491.65026	1491.61047	1491.73008	22	90	85	139	134	142	0.061726	0.086206	330	0	17397	90370	746.86219	2	2	22.081	0.81984	0	1.0862	1	0.96868
1181	1463	1493.62721	1493.62721	1493.61284	1493.6397	39	41	40	132	130	132	0.13603	0.10881	8	0	6738	16967	747.82132	2	2	21.332	0.98279	0	1.1088	1	1.0305
1182	1462	1493.64029	1493.64029	1493.6254	1493.65785	1	4	2	131	128	136	0.025576	0.092645	11	0	8579	38871	747.82484	2	2	21.523	0.83669	0	1.0926	1	0.97645
1183	1461	1496.6666	1496.6666	1496.64331	1496.67824	43	45	43	135	132	136	0.048219	0.098086	14	0	5310	21426	749.3321	2	2	21.937	0.82982	0	1.0981	1	0.97597
1184	1460	1496.72675	1496.72675	1496.7092	1496.74287	67	70	68	139	136	142	0.06484	0.090852	21	0	7338	30082	749.36764	2	2	22.606	0.8638	0	1.0909	1	0.98489
1185	1459	1496.78547	1496.78547	1496.7589	1496.7973	72	84	78	137	135	140	0.0045901	0.049341	69	12	204255	811083	749.40249	2	2	22.169	0.85015	0	1.0493	1	0.9665
1186	1458	1502.80996	1502.80996	1502.78397	1502.82974	75	79	75	141	138	142	0.056397	0.13612	10	0	5094	17388	752.4216	2	2	23.051	0.84542	0	1.1361	1	0.99385
1187	1456	1504.76406	1504.76406	1504.74379	1504.79044	20	30	23	138	136	142	0.018609	0.062745	69	0	74425	268662	753.38154	2	2	22.506	0.91277	0	1.0627	1	0.99184
1188	1455	1507.67414	1507.67414	1507.6502	1507.69543	4	13	8	134	132	137	0.0022139	0.049293	59	0	273701	969133	754.84286	2	2	21.775	0.91424	0	1.0493	1	0.98784
1189	1454	1508.69235	1508.69235	1508.68884	1508.69515	38	40	38	137	134	140	0	0.13188	10	0	16546	65794	755.35245	2	2	22.316	0.87721	0	1.1319	1	1.003
1190	1453	1509.23111	1509.23111	1509.22115	1509.2484	55	61	58	144	144	146	0	0.016115	13	0	11056	45212	755.89847	2	2	23.034	0.9024	0	1.0161	1	0.97284
1191	1452	1509.77521	1509.77521	1509.76633	1509.78389	56	59	57	143	143	143	0.039763	0.11787	7	0	15247	34119	755.89696	2	2	23.401	0.91839	0	1.1179	1	1.0121
1192	1451	1510.75478	1510.75478	1510.7192	1510.78309	28	101	56	139	135	139	0.048983	0.057993	576	0	38196	158966	756.38807	2	2	22.344	0.8837	0	1.058	1	0.98056
1193	1450	1514.73652	1514.73652	1514.70905	1514.75242	67	69	67	141	141	144	0.22886	0.11242	9	0	4718	16333	758.36125	2	2	22.58	0.81908	0	1.1124	1	0.97717
1194	1449	1515.7043	1515.7043	1515.70175	1515.7062	28	28	28	141	138	143	0	0.14583	6	0	3547	13734	758.85888	2	2	22.808	0.85569	0	1.1458	1	1.0005
1195	1448	1519.65245	1519.65245	1519.624	1519.67496	63	71	67	136	134	140	0.011261	0.041911	57	3	213894	834880	760.83575	2	2	22.18	0.88075	0	1.0419	1	0.97422
1196	1447	1520.7143	1520.7143	1520.70701	1520.72093	53	54	54	136	136	138	0.13533	0.098675	8	0	3771	11899	761.36661	2	2	22.226	0.9085	0	1.0987	1	1.0024
1197	1446	1521.87761	1521.87761	1521.84824	1521.90001	13	18	16	143	142	148	0.045576	0.1186	25	0	6774	32358	761.95631	2	2	23.423	0.80471	0	1.1186	1	0.97444
1198	1445	1522.68611	1522.68611	1522.67138	1522.70678	82	86	84	138	135	143	0.031435	0.073497	36	0	12896	62468	762.35134	2	2	22.693	0.82017	0	1.0735	1	0.96456
1199	1444	1524.71399	1524.71399	1524.6903	1524.73644	59	61	59	143	139	146	0.10689	0.10109	12	0	3872	19820	763.36184	2	2	23.368	0.7373	0	1.1011	1	0.94613
1200	1443	1525.60953	1525.60953	1525.58977	1525.63206	72	85	77	135	131	135	0.099115	0.062221	66	0	23630	109250	763.80793	2	2	22.034	0.82125	0	1.0622	1	0.96116
1201	1442	1526.74309	1526.74309	1526.72587	1526.75704	75	83	80	139	138	143	0.11277	0.041523	44	0	35750	127105	764.38073	2	2	22.677	0.82476	0	1.0415	1	0.95543
1202	1441	1527.69094	1527.69094	1527.67724	1527.71644	17	26	20	140	138	143	0.025185	0.052547	55	0	21550	73810	764.85078	2	2	22.737	0.93164	0	1.0525	1	0.99473
1203	1440	1528.76936	1528.76936	1528.75578	1528.78693	90	96	92	147	142	150	0.08365	0.076126	47	0	9989	42995	765.38943	2	2	23.876	0.86882	0	1.0761	1	0.98165
1204	1439	1529.75325	1529.75325	1529.72214	1529.77807	54	56	55	136	134	140	0.092366	0.071144	9	0	5912	21364	765.88461	2	2	22.038	0.90387	0	1.0711	1	0.99167
1205	1438	1530.66008	1530.66008	1530.63888	1530.67903	97	101	101	138	138	139	0.16796	0.12033	11	0	4270	15063	766.35861	2	2	22.756	0.90644	0	1.1203	1	1.0089
1206	1436	1531.70947	1531.70947	1531.68086	1531.73464	84	87	86	137	133	138	0.064391	0.10732	24	0	5708	29266	766.86112	2	2	22.378	0.79243	0	1.1073	1	0.96658
1207	1435	1531.77287	1531.77287	1531.76057	1531.78433	43	53	48	137	135	141	0.014317	0.02051	77	18	315988	1.2922E+06	766.89241	2	2	22.408	0.85618	0	1.0205	1	0.9589
1208	1434	1540.73956	1540.73956	1540.73893	1540.74007	62	62	62	139	138	141	0.013665	0.0099	4	4	92886	258895	771.37731	2	2	22.541	0.96492	0	1.0099	1	0.99161
1209	1433	1540.80049	1540.80049	1540.7754	1540.82234	61	71	66	139	138	143	0.020267	0.045144	48	1	440974	1.7917E+06	771.41136	2	2	22.676	0.74043	0	1.0451	1	0.92852
1210	1432	1540.86842	1540.86842	1540.86639	1540.87129	64	65	65	139	137	141	0	0.017211	9	0	547875	2.2466E+06	771.44047	2	2	22.634	0.82471	0	1.0172	1	0.94731
1211	1431	1542.7882	1542.7882	1542.78676	1542.78948	92	94	92	141	141	142	0.19237	0.095525	4	0	4221	7600	772.40011	2	2	22.874	0.86888	0	1.0955	1	0.98813
1212	1429	1544.66625	1544.66625	1544.64566	1544.69292	35	45	38	135	133	138	0.011863	0.038277	56	1	51897	175067	773.33941	2	2	21.998	0.94309	0	1.0383	1	0.99379
1213	1430	1544.68932	1544.68932	1544.66068	1544.71508	92	99	93	136	133	138	0.17419	0.076116	44	0	10533	47102	773.35327	2	2	22.209	0.82173	0	1.0761	1	0.96595
1214	1428	1546.68776	1546.68776	1546.66139	1546.71109	52	55	54	137	134	137	0	0.12478	18	0	5093	23998	774.3483	2	2	22.449	0.76609	0	1.1248	1	0.96362
1215	1426	1547.77261	1547.77261	1547.74594	1547.78414	40	44	42	138	137	142	0.11311	0.071143	23	0	16869	57490	774.89643	2	2	22.72	0.91393	0	1.0711	1	0.99503
1216	1425	1549.76768	1549.76768	1549.73479	1549.78743	26	28	27	139	136	140	0.031168	0.0928	14	0	4254	17113	775.89946	2	2	22.536	0.79756	0	1.0928	1	0.96345
1217	1424	1558.76589	1558.76589	1558.75872	1558.78411	26	31	29	140	136	143	0.039722	0.06213	46	0	23062	88087	780.3861	2	2	22.666	0.90538	0	1.0621	1	0.98917
1218	1423	1559.82641	1559.82641	1559.80057	1559.84883	74	77	74	142	139	143	0.034121	0.12921	14	0	4151	18848	780.92353	2	2	23.306	0.7287	0	1.1292	1	0.95264
1219	1422	1562.68253	1562.68253	1562.65913	1562.70454	1	7	3	140	138	143	0.05389	0.050739	36	0	14703	51515	782.35024	2	2	22.831	0.91964	0	1.0507	1	0.99013
1220	1421	1565.68135	1565.68135	1565.6636	1565.69048	68	72	70	137	134	140	0.0019497	0.049453	34	0	25419	115092	783.84848	2	2	22.257	0.81176	0	1.0495	1	0.95374
1221	1420	1568.79023	1568.79023	1568.76635	1568.82162	88	101	91	146	144	149	0.042018	0.047897	78	3	248541	974804	785.39912	2	2	23.722	0.84903	0	1.0479	1	0.96564
1222	1419	1569.80119	1569.80119	1569.77461	1569.82135	73	76	75	143	140	143	0	0.12156	10	0	6383	17789	785.9093	2	2	23.243	0.93128	0	1.1216	1	1.0176
1223	1419	1569.80409	1569.80409	1569.77527	1569.82262	74	76	75	144	144	147	0.13381	0.10687	8	0	6509	15152	785.90983	2	2	23.536	0.89495	0	1.1069	0.8	0.93394
1224	1418	1574.81591	1574.81591	1574.809	1574.82524	60	64	61	144	141	147	0.028197	0.089613	31	0	9740	33888	788.41449	2	2	23.205	0.92422	0	1.0896	1	1.0046
1225	1417	1578.7627	1578.7627	1578.74854	1578.77618	11	17	14	141	139	144	0.016592	0.055968	41	0	21537	76985	790.3935	2	2	22.874	0.91643	0	1.056	1	0.9908
1226	1416	1582.76929	1582.76929	1582.7535	1582.77829	1	4	2	141	138	144	0	0.10785	12	0	4181	22408	792.39439	2	2	23.169	0.68855	0	1.1078	1	0.93213
1227	1415	1586.72387	1586.72387	1586.69348	1586.7442	59	67	62	138	136	141	0.0035318	0.046731	49	3	286713	1.1067E+06	794.36848	2	2	22.345	0.86926	0	1.0467	1	0.972
1228	1414	1590.78842	1590.78842	1590.76774	1590.80633	5	11	8	140	136	145	0.10883	0.064314	57	0	21030	107256	796.3997	2	2	22.935	0.80501	0	1.0643	1	0.95644
1229	1413	1596.77155	1596.77155	1596.75405	1596.78504	88	91	90	141	138	145	0.13262	0.11412	18	0	7859	34267	799.39655	2	2	23.012	0.83912	0	1.1141	1	0.98441
1230	1412	1598.73411	1598.73411	1598.71222	1598.77775	58	65	63	138	134	144	0.054039	0.06991	71	0	23441	126169	800.37843	2	2	22.47	0.7922	0	1.0699	1	0.95404
1231	1411	1599.75888	1599.75888	1599.70054	1599.78295	29	51	42	138	134	142	0.014478	0.030664	151	26	464411	2.4619E+06	800.8854	2	2	22.422	0.74889	0	1.0307	1	0.92652
1232	1410	1606.695	1606.695	1606.67941	1606.70437	4	10	7	138	135	141	0.0097686	0.051535	49	0	40945	145760	804.35559	2	2	22.431	0.93287	0	1.0515	1	0.9948
1233	1409	1607.84818	1607.84818	1607.81557	1607.87509	83	93	89	151	146	155	0.026829	0.047757	90	0	33285	146329	804.93625	2	2	24.433	0.86873	0	1.0478	1	0.97216
1234	1408	1609.77237	1609.77237	1609.75616	1609.79158	1	6	4	141	140	146	0.13018	0.11199	17	0	11461	49296	805.90252	2	2	23.036	0.79873	0	1.112	1	0.97024
1235	1407	1611.76946	1611.76946	1611.74732	1611.79902	37	41	38	142	137	143	0.016312	0.07946	25	0	9980	45070	806.9032	2	2	23.051	0.8266	0	1.0795	1	0.96869
1236	1405	1611.8681	1611.8681	1611.84642	1611.88961	73	85	80	149	144	155	0.022153	0.028073	146	46	148341	1.0248E+06	806.94168	2	2	24.436	0.66771	0	1.0281	1	0.8986
1237	1404	1612.76174	1612.76174	1612.73769	1612.79188	25	39	28	146	141	152	0.048865	0.050542	125	3	64531	346372	807.38463	2	2	23.828	0.80638	0	1.0505	1	0.95231
